"name_pufa","runinfo","runname","dry_pufa","dry_weight_mg"
"18:1n-7","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0.00038392387166602,2.0102
"18:2n-6t","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0.000821082486035937,2.0102
"18:2n-6c","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0.00198935429881178,2.0102
"18:3n-6","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0.0022904528536917,2.0102
"18:3n-3","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0.00204192064583488,2.0102
"20:2n-6","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0.00039772867686868,2.0102
"20:3n-3","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0.000390942795771068,2.0102
"20:5n-3","Otterbach vine Ephemeroptera K","PUFA-KF_25.02.2020 11_35_2925",0,2.0102
"18:0","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.0157985420665371,2.9963
"18:1n-9t","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.000912579642131891,2.9963
"18:1n-9c","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0,2.9963
"18:1n-7","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.00258593012258858,2.9963
"18:2n-6t","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.00133328250405491,2.9963
"18:2n-6c","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.00183062664665267,2.9963
"18:3n-6","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.00743936246435044,2.9963
"18:3n-3","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.0190187940392733,2.9963
"20:0","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0,2.9963
"20:1n-9","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",8.00282258401873e-05,2.9963
"20:2n-6","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.00194642053175814,2.9963
"20:3n-6","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.000127607308596496,2.9963
"20:3n-3","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.00191071410299484,2.9963
"20:5n-3","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.00015613173023487,2.9963
"22:0","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0.000415387588733057,2.9963
"22:2n-6","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",9.26094004040247e-05,2.9963
"24:0","Otterbach vine Ephemeroptera L","PUFA-KF_25.02.2020 08_47_4922",0,2.9963
"18:0","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.012599029370952,2.7129
"18:1n-9t","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.000456415734255832,2.7129
"18:1n-9c","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0,2.7129
"18:1n-7","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.00117611281344347,2.7129
"18:2n-6t","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.00174736098188087,2.7129
"18:2n-6c","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.00225239381265166,2.7129
"18:3n-6","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.00457712557631814,2.7129
"18:3n-3","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.00606163179734702,2.7129
"20:0","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0,2.7129
"20:1n-9","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0,2.7129
"20:2n-6","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0,2.7129
"20:3n-6","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.00091180206005711,2.7129
"20:4n-6","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.000115279236143924,2.7129
"20:3n-3","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.000612054737577829,2.7129
"20:5n-3","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.000244418661906639,2.7129
"22:0","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0.000324684160493317,2.7129
"22:2n-6","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0,2.7129
"24:0","Otterbach vine Ephemeroptera M","PUFA-KF_25.02.2020 01_21_1014",0,2.7129
"18:0","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.0137314877222467,4.691
"18:1n-9t","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.00090578653137056,4.691
"18:1n-9c","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0,4.691
"18:1n-7","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.00410285344813159,4.691
"18:2n-6t","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0,4.691
"18:2n-6c","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.000536765805881292,4.691
"18:3n-6","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.00161865364729154,4.691
"18:3n-3","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.010768484698455,4.691
"20:0","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.0103208164622934,4.691
"20:1n-9","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.000123077739118095,4.691
"20:2n-6","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0,4.691
"20:3n-6","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.00240626552702681,4.691
"20:4n-6","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.000128572036153713,4.691
"20:3n-3","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.00217995203968982,4.691
"20:5n-3","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.000133010825378271,4.691
"22:0","Otterbach vine Ephemeroptera N","PUFA-KF_25.02.2020 10_39_3724",0.000285220463275677,4.691
"18:0","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.00657227329851337,3.1124
"18:1n-9t","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.00113799861341708,3.1124
"18:1n-7","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.00202517044645362,3.1124
"18:2n-6t","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0,3.1124
"18:2n-6c","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.00243763305592877,3.1124
"18:3n-6","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.00890994083333858,3.1124
"18:3n-3","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.00633009151984725,3.1124
"20:3n-6","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.000254314277493352,3.1124
"20:3n-3","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.000959459016366475,3.1124
"20:5n-3","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",9.67560689536762e-05,3.1124
"22:0","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0,3.1124
"22:1n-9","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0.000256465182362593,3.1124
"24:0","Otterbach vine Plecoptera B","PUFA-KF_26.02.2020 07_07_3346",0,3.1124
"18:0","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.00239765759372849,14.0889
"18:1n-9t","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.000270381185795163,14.0889
"18:1n-9c","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0,14.0889
"18:1n-7","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.00118561790336606,14.0889
"18:2n-6t","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.00095048309865679,14.0889
"18:3n-6","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.00179657491219957,14.0889
"18:3n-3","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.00305787295037709,14.0889
"20:0","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",7.96166751084288e-05,14.0889
"20:4n-6","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.000487640475466413,14.0889
"20:3n-3","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.00204578225204396,14.0889
"22:0","Otterbach vine Trichoptera H","PUFA-KF_25.02.2020 12_31_2326",0.000145207536164368,14.0889
"18:0","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.00535890052373954,5.1452
"18:1n-9t","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.00180932229351199,5.1452
"18:1n-7","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.00181581158589513,5.1452
"18:2n-6t","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.000558730705161461,5.1452
"18:2n-6c","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.00194628337927305,5.1452
"18:3n-6","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.00446347370086671,5.1452
"18:3n-3","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.00700952604651084,5.1452
"20:3n-6","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.000972288822362764,5.1452
"20:3n-3","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.00206251745391882,5.1452
"22:0","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0.000368067676949299,5.1452
"22:6n-3","Otterbach vine Trichoptera J","PUFA-KF_26.02.2020 08_59_2848",0,5.1452
"18:0","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.0224650986138613,1.8458
"18:1n-9t","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.0042554665631165,1.8458
"18:1n-9c","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.001013219032385,1.8458
"18:1n-7","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.000693699877281096,1.8458
"18:2n-6t","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.00247202221825641,1.8458
"18:2n-6c","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.000952079698461333,1.8458
"18:3n-6","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.0102808077577247,1.8458
"18:3n-3","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0,1.8458
"20:0","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.00693953577968488,1.8458
"20:1n-9","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0,1.8458
"20:2n-6","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0,1.8458
"20:4n-6","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.000722101003114843,1.8458
"20:3n-3","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0,1.8458
"20:5n-3","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0.00204254802576433,1.8458
"22:0","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0,1.8458
"22:6n-3","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0,1.8458
"24:0","Isenach forest Diptera A","PUFA-KF_22.01.2020 02_40_1917",0,1.8458
"18:0","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.00618298389391162,4.1479
"18:1n-9t","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.00134288111055972,4.1479
"18:1n-9c","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0,4.1479
"18:1n-7","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.000551777291342656,4.1479
"18:2n-6t","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.000821701058546996,4.1479
"18:2n-6c","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.000563076938385417,4.1479
"18:3n-6","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.00639180500115918,4.1479
"18:3n-3","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.00266872482058848,4.1479
"20:0","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0,4.1479
"20:3n-6","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.000664533188222311,4.1479
"20:3n-3","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.00130237188608231,4.1479
"20:5n-3","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0,4.1479
"22:2n-6","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0.000475484237196567,4.1479
"24:1n-9","Isenach forest Diptera B","PUFA-KF_26.01.2020 10_35_5329",0,4.1479
"18:0","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.0220216106561669,3.3966
"18:1n-9t","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.0022564332218058,3.3966
"18:1n-9c","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.004534286124518,3.3966
"18:1n-7","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.00107649733921873,3.3966
"18:2n-6t","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.00140438398610144,3.3966
"18:2n-6c","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.00111780604716134,3.3966
"18:3n-3","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.0157460173204909,3.3966
"20:0","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.00284840287700334,3.3966
"20:1n-9","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.000152631812642103,3.3966
"20:2n-6","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.000100169450198569,3.3966
"20:4n-6","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0,3.3966
"20:3n-3","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0,3.3966
"20:5n-3","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.00713773130248709,3.3966
"22:0","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.000235992622586711,3.3966
"22:1n-9","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.000613546886868873,3.3966
"22:6n-3","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0.000214267782417635,3.3966
"24:0","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0,3.3966
"24:1n-9","Isenach forest Diptera C","PUFA-KF_22.01.2020 04_31_4219",0,3.3966
"18:0","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.00518890347943926,4.3663
"18:1n-9t","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.00244353931886114,4.3663
"18:1n-9c","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0,4.3663
"18:1n-7","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.0016608506804071,4.3663
"18:2n-6t","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.00182878802534526,4.3663
"18:2n-6c","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.00058318241451923,4.3663
"18:3n-6","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.0120919864750448,4.3663
"18:3n-3","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.00689039593393524,4.3663
"20:0","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0,4.3663
"20:2n-6","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.000786073252132178,4.3663
"20:3n-6","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0,4.3663
"20:3n-3","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.00242468197004281,4.3663
"22:2n-6","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0.0005852127413859,4.3663
"22:6n-3","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0,4.3663
"24:0","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0,4.3663
"24:1n-9","Isenach forest Diptera D","PUFA-KF_26.01.2020 07_48_5526",0,4.3663
"18:1n-9t","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"18:1n-9c","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"18:1n-7","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"18:2n-6t","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.00539999245941941,1.8408
"18:2n-6c","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.00656676243522143,1.8408
"18:3n-6","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"18:3n-3","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.00240786593406731,1.8408
"20:0","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.00415752096284286,1.8408
"20:1n-9","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"20:2n-6","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"20:3n-6","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.00283394235006142,1.8408
"20:4n-6","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.00830844375399512,1.8408
"20:5n-3","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.0196939285782753,1.8408
"22:1n-9","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"22:2n-6","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0.000390920680134268,1.8408
"22:6n-3","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"24:0","Isenach forest Diptera E","PUFA-KF_27.01.2020 16_59_4941",0,1.8408
"18:0","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.00501806335934095,3.3767
"18:1n-9t","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.00267719556843111,3.3767
"18:1n-9c","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0,3.3767
"18:1n-7","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.000760811857364918,3.3767
"18:2n-6t","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.00131231255052998,3.3767
"18:2n-6c","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.000577090129275424,3.3767
"18:3n-6","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.0107270427493454,3.3767
"18:3n-3","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.00421381422963543,3.3767
"20:0","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0,3.3767
"20:2n-6","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.000519195193569588,3.3767
"20:3n-6","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0,3.3767
"20:3n-3","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.00198296769827697,3.3767
"20:5n-3","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0,3.3767
"22:2n-6","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0.000934154701896564,3.3767
"24:1n-9","Isenach forest Diptera F","PUFA-KF_27.01.2020 17_55_2542",0,3.3767
"18:1n-9t","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0,1.83
"18:1n-9c","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0,1.83
"18:3n-6","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0.00321764330163536,1.83
"18:3n-3","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0.00185946149546512,1.83
"20:1n-9","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0,1.83
"20:4n-6","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0,1.83
"20:3n-3","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0.00130687491956467,1.83
"20:5n-3","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0.00807768223686058,1.83
"22:0","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0,1.83
"22:1n-9","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0,1.83
"22:2n-6","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0,1.83
"22:6n-3","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0.000548212635035689,1.83
"24:0","Isenach forest Diptera G","PUFA-KF_26.01.2020 16_09_4035",0.00213787120164294,1.83
"18:0","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.0041047362068695,2.3082
"18:1n-9t","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.00327258422895031,2.3082
"18:1n-9c","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0,2.3082
"18:1n-7","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.000786087460922682,2.3082
"18:2n-6t","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.00148806346514859,2.3082
"18:2n-6c","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.000764326786633787,2.3082
"18:3n-6","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.0126015416722284,2.3082
"18:3n-3","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.00321008961211761,2.3082
"20:0","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0,2.3082
"20:2n-6","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.00110930529795346,2.3082
"20:3n-6","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0,2.3082
"20:3n-3","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.0013034617865852,2.3082
"20:5n-3","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0,2.3082
"22:2n-6","Isenach forest Diptera H","PUFA-KF_26.01.2020 08_44_3227",0.00108009192403301,2.3082
"18:0","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.00300209487376872,1.6896
"18:1n-9t","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.00369553011675764,1.6896
"18:1n-9c","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0,1.6896
"18:1n-7","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.000848786376231147,1.6896
"18:2n-6t","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.00104238678048818,1.6896
"18:2n-6c","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.000840117414162,1.6896
"18:3n-6","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.00815126272104689,1.6896
"18:3n-3","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.00306162492703726,1.6896
"20:0","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0,1.6896
"20:2n-6","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.000686697933087348,1.6896
"20:3n-6","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0,1.6896
"20:4n-6","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0,1.6896
"20:3n-3","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.00124447947652467,1.6896
"20:5n-3","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0,1.6896
"22:2n-6","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0.00136859998240304,1.6896
"24:0","Isenach forest Diptera I","PUFA-KF_26.01.2020 12_27_0731",0,1.6896
"18:0","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.0068262568708838,1.1098
"18:1n-9t","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.00756828845402214,1.1098
"18:1n-9c","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0,1.1098
"18:1n-7","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.00147992518775996,1.1098
"18:2n-6t","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.0017758559511019,1.1098
"18:2n-6c","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.00223016544541348,1.1098
"18:3n-6","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.0125507579045571,1.1098
"18:3n-3","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.00405320143509323,1.1098
"20:0","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0,1.1098
"20:2n-6","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0,1.1098
"20:3n-6","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.00140843640793071,1.1098
"20:4n-6","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0,1.1098
"20:3n-3","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.00373639896829506,1.1098
"20:5n-3","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0,1.1098
"22:2n-6","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0.00201946719696806,1.1098
"24:0","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0,1.1098
"24:1n-9","Isenach forest Diptera J","PUFA-KF_26.01.2020 05_57_3824",0,1.1098
"18:0","Isenach forest Diptera K-N","PUFA-KF_22.01.2020 03_36_0318",0,0.6024
"18:1n-9t","Isenach forest Diptera K-N","PUFA-KF_22.01.2020 03_36_0318",0,0.6024
