"name_pufa","runinfo","runname","dry_pufa","dry_weight_mg"
"18:0","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.00775846556471425,8.6592
"18:1n-9t","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.000955730901423665,8.6592
"18:1n-9c","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.00079596519760443,8.6592
"18:1n-7","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.00104148968393874,8.6592
"18:2n-6t","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.000508908132031807,8.6592
"18:2n-6c","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.000237107383673754,8.6592
"18:3n-3","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.0165745925699303,8.6592
"20:0","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.00502273534401444,8.6592
"20:1n-9","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",9.45946945840603e-05,8.6592
"20:2n-6","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.000113917553882721,8.6592
"20:3n-6","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",3.07979267327149e-05,8.6592
"20:4n-6","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.000787348297277225,8.6592
"20:5n-3","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.00377587588532818,8.6592
"22:0","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.000103347154044713,8.6592
"22:1n-9","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0.000227965002105134,8.6592
"22:6n-3","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0,8.6592
"24:0","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0,8.6592
"24:1n-9","Hainbach forest Diptera A-B","PUFA-KF_07.02.2020 21_22_2940",0,8.6592
"18:0","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.0126625349094192,3.1994
"18:1n-9t","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.00254779795932441,3.1994
"18:1n-9c","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0,3.1994
"18:1n-7","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.00104369744505568,3.1994
"18:2n-6t","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0,3.1994
"18:2n-6c","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.000792545052161744,3.1994
"18:3n-6","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.00844233393562386,3.1994
"20:0","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.00712309946422021,3.1994
"20:1n-9","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.000102463471325847,3.1994
"20:4n-6","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.000681659782417439,3.1994
"20:5n-3","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.00554578224218144,3.1994
"22:0","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0.000857079753909,3.1994
"22:1n-9","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",8.20585547431092e-05,3.1994
"24:0","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0,3.1994
"24:1n-9","Hainbach forest Diptera C","PUFA-KF_07.02.2020 23_13_4942",0,3.1994
"18:0","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.00278390738757777,6.3711
"18:1n-9t","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0,6.3711
"18:1n-9c","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0,6.3711
"18:1n-7","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.00046930940708627,6.3711
"18:2n-6t","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.000845156365721809,6.3711
"18:2n-6c","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.000223562482619066,6.3711
"18:3n-6","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.00403309589961775,6.3711
"18:3n-3","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.000856024921497676,6.3711
"20:0","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0,6.3711
"20:1n-9","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.000271368689070426,6.3711
"20:2n-6","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0,6.3711
"20:3n-6","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.000550213238217825,6.3711
"20:3n-3","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0.000697148806123838,6.3711
"20:5n-3","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0,6.3711
"24:0","Hainbach forest Diptera D","PUFA-KF_18.02.2020 07_05_1762",0,6.3711
"18:0","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.00438051694160462,2.1165
"18:1n-9t","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.00347922234203219,2.1165
"18:1n-9c","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0,2.1165
"18:1n-7","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.00126197023160817,2.1165
"18:2n-6t","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.00130399907804649,2.1165
"18:2n-6c","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.000486271096414555,2.1165
"18:3n-6","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.0120407099049493,2.1165
"18:3n-3","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.00410276468877623,2.1165
"20:0","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0,2.1165
"20:2n-6","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0,2.1165
"20:3n-6","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.00127107274485819,2.1165
"20:3n-3","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.00118553360880316,2.1165
"20:5n-3","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.000150674347928453,2.1165
"22:0","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0,2.1165
"22:1n-9","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0,2.1165
"22:2n-6","Hainbach forest Diptera F-J","PUFA-KF_18.02.2020 06_09_3161",0.000146313373262417,2.1165
"18:0","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.00370006185110854,1.613
"18:1n-9t","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.00448606393625472,1.613
"18:1n-7","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.000824584709062631,1.613
"18:2n-6t","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0,1.613
"18:2n-6c","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.00120954698863281,1.613
"18:3n-3","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.0118714618365404,1.613
"20:0","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.000983052757875415,1.613
"20:1n-9","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0,1.613
"20:2n-6","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.000206351073687089,1.613
"20:3n-6","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0,1.613
"20:4n-6","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.000233181564271771,1.613
"20:5n-3","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.000941159545657261,1.613
"22:0","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.00100759511474652,1.613
"22:2n-6","Hainbach forest Diptera K-N","PUFA-KF_08.02.2020 08_37_292",0.000348332013886738,1.613
"18:0","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.00476770132550229,15.6088
"18:1n-9t","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.00028544027713432,15.6088
"18:1n-9c","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0,15.6088
"18:1n-7","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.000923784126745308,15.6088
"18:2n-6t","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.000874677379105498,15.6088
"18:2n-6c","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.000714255605749391,15.6088
"18:3n-6","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.000259855020440971,15.6088
"18:3n-3","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.00077838558186725,15.6088
"20:0","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.00413995171838272,15.6088
"20:1n-9","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0,15.6088
"20:3n-6","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0,15.6088
"20:4n-6","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.000203389664217023,15.6088
"20:5n-3","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.0048870416676289,15.6088
"22:0","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0.000243772436041197,15.6088
"22:1n-9","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",1.57534086567613e-05,15.6088
"22:6n-3","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0,15.6088
"24:0","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0,15.6088
"24:1n-9","Hainbach forest Ephemeroptera B","PUFA-KF_14.02.2020 16_04_4061",0,15.6088
"18:0","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.00385535587539395,3.9833
"18:1n-9t","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.00115687973356745,3.9833
"18:1n-9c","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0,3.9833
"18:1n-7","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.000552808584675023,3.9833
"18:2n-6t","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.000982284495316042,3.9833
"18:2n-6c","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.00213441829627372,3.9833
"18:3n-6","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.000707768168042216,3.9833
"18:3n-3","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.000423977604814239,3.9833
"20:0","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.00751322521644434,3.9833
"20:5n-3","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.000318609501895708,3.9833
"20:2n-6","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",7.55809739882235e-05,3.9833
"20:3n-6","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0,3.9833
"20:4n-6","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.000224923547591035,3.9833
"20:3n-3","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0,3.9833
"22:0","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0.000450870504774288,3.9833
"22:1n-9","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",6.59143534749963e-05,3.9833
"22:6n-3","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0,3.9833
"24:0","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0,3.9833
"24:1n-9","Hainbach forest Ephemeroptera C","PUFA-KF_13.02.2020 03_47_3622",0,3.9833
"18:0","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.00585004491391509,1.0424
"18:1n-9t","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.00587698374303178,1.0424
"18:1n-9c","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"18:1n-7","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.000709973000684295,1.0424
"18:2n-6t","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"18:2n-6c","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.0031181896096544,1.0424
"18:3n-6","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.0017135136424982,1.0424
"20:0","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.00398414097569171,1.0424
"20:1n-9","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"20:2n-6","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"20:4n-6","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.000515068799120829,1.0424
"20:3n-3","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"20:5n-3","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.00308927172051127,1.0424
"22:0","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0.000865553658176298,1.0424
"22:1n-9","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"22:2n-6","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"22:6n-3","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"24:1n-9","Hainbach forest Ephemeroptera D","PUFA-KF_13.02.2020 06_34_5725",0,1.0424
"18:0","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0.0015143074728796,2.8505
"18:1n-9t","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0.00259361094066214,2.8505
"18:1n-7","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"18:2n-6t","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"18:2n-6c","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0.000540022508163301,2.8505
"18:3n-3","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0.000821333203844671,2.8505
"20:0","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0.00149320789554018,2.8505
"20:1n-9","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0.000106557689099678,2.8505
"20:2n-6","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"20:4n-6","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"20:5n-3","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0.000337201608456699,2.8505
"22:0","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"22:6n-3","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"24:0","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"24:1n-9","Hainbach forest Ephemeroptera F","PUFA-KF_13.02.2020 01_55_5620",0,2.8505
"18:0","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.00490387493093437,3.0374
"18:1n-9t","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.00109269740545508,3.0374
"18:1n-9c","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"18:1n-7","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.000357449312638538,3.0374
"18:2n-6t","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.000891782404917507,3.0374
"18:2n-6c","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.00187419850603629,3.0374
"18:3n-6","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.00142406363253225,3.0374
"18:3n-3","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"20:0","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.00161355026030749,3.0374
"20:1n-9","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"20:2n-6","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"20:4n-6","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.000222289328038252,3.0374
"20:3n-3","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"20:5n-3","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.00060880754848169,3.0374
"22:0","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0.000311213148759698,3.0374
"22:1n-9","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"22:2n-6","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"24:1n-9","Hainbach forest Ephemeroptera G-H wh","PUFA-KF_19.02.2020 12_18_314",0,3.0374
"18:0","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.00256504657264705,1.7077
"18:1n-9t","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.00305630394867392,1.7077
"18:1n-7","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.000540345073440203,1.7077
"18:2n-6t","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.000724466482918451,1.7077
"18:2n-6c","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.00132642350816048,1.7077
"20:0","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.00219200094224865,1.7077
"20:1n-9","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.000847398296053984,1.7077
"20:2n-6","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.000145917928658025,1.7077
"20:3n-6","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.000146690089755428,1.7077
"20:4n-6","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0,1.7077
"20:5n-3","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.000154518330793765,1.7077
"22:0","Hainbach forest Ephemeroptera I-J","PUFA-KF_07.02.2020 19_31_0838",0.000602674269875146,1.7077
"18:0","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"18:1n-9t","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.00353925912865319,1.8709
"18:1n-7","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.000457028642237297,1.8709
"18:2n-6t","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.00145054769903815,1.8709
"18:3n-3","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.012462190565623,1.8709
"20:0","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.00403853256875411,1.8709
"20:1n-9","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"20:2n-6","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.000147894496511965,1.8709
"20:3n-6","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"20:4n-6","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.00041254744534071,1.8709
"20:3n-3","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"20:5n-3","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0.000631333477251758,1.8709
"22:0","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"22:1n-9","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"22:2n-6","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"22:6n-3","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"24:0","Hainbach forest Plecoptera C","PUFA-KF_12.02.2020 21_17_2415",0,1.8709
"18:0","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.00241908961496116,2.6341
"18:1n-9t","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.00250246498461902,2.6341
"18:1n-9c","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0,2.6341
"18:1n-7","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.00220521760281639,2.6341
"18:2n-6t","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.00145993236342556,2.6341
"18:2n-6c","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0,2.6341
"18:3n-6","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.0112894365468394,2.6341
"18:3n-3","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.00826688689338364,2.6341
"20:0","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0,2.6341
"20:2n-6","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0,2.6341
"20:3n-6","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.000120219599572136,2.6341
"20:3n-3","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.000228565860795924,2.6341
"20:5n-3","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0.000119761632291218,2.6341
"22:0","Hainbach forest Plecoptera E","PUFA-KF_17.02.2020 19_56_1050",0,2.6341
"18:0","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.00651569932376075,4.3887
"18:1n-9t","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.00178032814063812,4.3887
"18:1n-9c","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0,4.3887
"18:1n-7","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.00135886500878386,4.3887
"18:2n-6t","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.00268463040785167,4.3887
"18:2n-6c","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.000518939239951589,4.3887
"18:3n-6","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.00213306049448339,4.3887
"20:0","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.00677619278145646,4.3887
"20:1n-9","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0,4.3887
"20:3n-6","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.000589654987427912,4.3887
"20:5n-3","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.00510502627594218,4.3887
"22:0","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0.000575887826446645,4.3887
"24:0","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0,4.3887
"24:1n-9","Hainbach forest Trichoptera F-G","PUFA-KF_08.02.2020 02_56_5846",0,4.3887
"18:0","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.00131701322245694,5.0956
"18:1n-9t","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.001982423512271,5.0956
"18:1n-9c","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.000373640916692658,5.0956
"18:1n-7","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.00218440450163548,5.0956
"18:2n-6t","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.00116009317452133,5.0956
"18:2n-6c","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.00299652398474678,5.0956
"18:3n-3","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.0163608400711574,5.0956
"20:0","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.00586062980137079,5.0956
"20:1n-9","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"20:2n-6","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"20:3n-6","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"20:4n-6","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.000675104219277316,5.0956
"20:5n-3","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0.00120621496029024,5.0956
"22:0","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"22:2n-6","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"22:6n-3","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"24:0","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"24:1n-9","Hainbach forest Trichoptera L","PUFA-KF_12.02.2020 19_25_4313",0,5.0956
"18:0","Hainbach vine Diptera A","PUFA-KF_13.02.2020 08_26_3827",0.00490548644526193,13.9648
"18:1n-9t","Hainbach vine Diptera A","PUFA-KF_13.02.2020 08_26_3827",0.000263978381677212,13.9648
"18:1n-9c","Hainbach vine Diptera A","PUFA-KF_13.02.2020 08_26_3827",0.000379750562499753,13.9648
